Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
600170,Shanghai Construction Group,-0.1005,3.49,-0.39,66,1,8156619.0,2884044456.0,15.108,14.303,0.0172,0.993,3.66,3.88,3.74,3.49,0.0,3.49,0,2600137,9.18%,0.00%,0.0644,0.76,-1.0,Housing Construction,31011929706.56,31011929706.56,8885939744.0,8885939744.0,0.317,0.4603,0.42450000000000004,0.4915,0.4303,0.8663,0.3475,,,,,,,,,0.3899999999999997,3.5733333333333337,0,0,0,,,,-8156619.0,,,,,,,,,,,,,,-0.029199999999999997
688256,Cambricon,-0.0504999999999999,1349.24,-71.75,62,-1,12655224.0,17405922549.0,505.901,Loss,0.0,83.554,1392.0,1420.99,1420.0,1342.0,1349.24,1349.81,217,413,3.03%,0.02%,0.054900000000000004,0.88,0.4587,Semiconductors,564454856229.76,564454856229.76,418350224.0,418350224.0,-0.0933,0.0529,0.08529999999999999,1.3044,1.1519,5.403300000000001,1.0505,,,,,,,,1,78.99000000000001,1370.4133333333332,0,0,1,,25.15237756194721,Liquid,-10305895.236923074,,,,,,,,,,,,,,-0.0070034188034187985
002594,BYD Company Limited,-0.0056999999999999,109.09,-0.62,52,0,472977.0,5188176204.4,23.607,24.708,0.0121,4.725,109.8,109.71,110.8,109.0,109.08,109.09,172,13,1.36%,-0.12%,0.016399999999999998,0.61,0.076,Passenger Cars,994595082365.85,380423210471.07,9117197565.0,3487241823.0,0.03,0.0171,-0.014199999999999999,-0.0091,-0.1354,0.33030000000000004,0.1743,,,,,,,0,1,1.7999999999999972,109.63,0,0,0,,25.71562908976822,Liquid,-425679.2999999981,0.6,,,,,0.6,Recursor,,,,,,,-0.00012222222222222224
002050,Zhejiang Sanhua Intelligent Controls,-0.0856,41.65,-3.90,34,0,3815908.0,16069807391.96,47.437,56.589,0.0084,5.942,43.4,45.55,43.9,41.0,41.65,41.66,717,180,10.36%,0.24%,0.0637,1.26,0.4244,Appliance Components,175301765192.75,153451200499.45,4208925935.0,3684302533.0,0.2072,0.3567,0.3488,0.5995,0.4157,1.3773,0.7906,,,,,,,,1,4.549999999999997,42.18333333333334,0,0,0,,25.099060122959663,Liquid,-2105328.551724141,,,,,,,,,,,,,,-0.015187499999999987
688981,Semiconductor Manufacturing International Corporation,-0.0066,121.34,-0.81,27,0,144910623.0,17943778048.0,223.051,262.640,0.0,6.426,123.0,122.15,127.4,120.11,121.33,121.34,12425,40824,7.25%,-0.12%,0.059699999999999996,1.13,0.47659999999999997,Semiconductors,970628991966.50,242626919695.66,7999249975.0,1999562549.0,0.1192,0.0178,0.3564,0.4861,0.301,1.5153,0.2824,,,,,,,-1,1,7.290000000000006,122.95,0,0,1,,26.77020442740653,Liquid,-96010741.98765421,,,,,0.8,0.8,Momentum,,,,,,,-0.0070034188034187985
600519,Kweichow Moutai,0.0,1467.97,+0.01,24,0,32637.0,4784528851.0,20.44,21.319,0.0351,7.901,1467.99,1467.96,1475.5,1457.01,1467.97,1468.0,2,4,0.26%,-0.33%,0.0126,0.95,0.1521,Liquor,1838295107513.55,1838295107513.55,1252270215.0,1252270215.0,-0.0317,-0.0101,0.0027,0.0462,-0.0575,0.1091,-0.019,,,,,,,0,1,18.49000000000001,1466.8266666666668,1,0,0,,29.21598850282065,Liquid,6054.348837209412,,,,,,,,,,,,,,0.003033333333333333
601899,Zijin Mining Group,0.0246,25.02,+0.60,23,4,2021763.0,5031694021.0,16.514,20.746,0.0152,4.734,24.42,24.42,25.15,24.42,25.02,25.03,1737,625,0.98%,0.08%,0.029900000000000003,0.75,0.0765,Industrial Metals,664970899978.80,515110217266.80,26577573940.0,20587938340.0,-0.0246,-0.009899999999999999,0.21100000000000002,0.26489999999999997,0.3993,0.8039000000000001,0.6859999999999999,,,,,,,0,1,0.7299999999999969,24.863333333333333,1,0,0,,24.41131016187686,Liquid,1301683.0273972629,,,,,,,,,,,,,,0.000868292682926834
601138,Foxconn Industrial Internet,0.027,66.1,+1.74,23,-1,2368673.0,15781011244.0,49.365,56.544,0.0097,8.655,65.64,64.36,68.63,65.0,66.1,66.11,443,993,1.19%,0.05%,0.0564,0.95,0.7039,Consumer Electronics,1312625834232.10,1312625834232.10,19858182061.0,19858182061.0,0.0679,0.184,0.44229999999999997,2.1917,2.4178,2.6804,2.1687,,,,,,,-1,1,4.269999999999996,66.57666666666667,0,0,1,,25.784537905164644,Liquid,-933113.6060606117,,,,,,,,,,,,,,-0.006622641509433961
300750,Contemporary Amperex Technology,0.0044,368.49,+1.60,22,-1,339149.0,12515443886.56,28.799,33.125,0.0151,5.781,365.0,366.89,375.71,361.72,368.48,368.49,73,1,0.80%,0.00%,0.0381,0.68,0.2502,Batteries,1680923301351.27,1567713445215.27,4561652423.0,4254426023.0,0.1338,0.1334,0.28309999999999996,0.474,0.46659999999999996,1.0656999999999999,0.4214,,,,,,,,1,13.989999999999952,368.64000000000004,0,0,0,,27.12172232746746,Liquid,-10909.010007147725,,,,,,,,,,,,,,-0.012082812499999995
002460,Ganfeng Lithium Group,0.1,52.82,+4.80,22,3,1524282.0,7897773260.75,,Loss,0.0028000000000000004,2.649,48.75,48.02,52.82,48.6,52.82,0.0,38697,0,12.62%,0.00%,0.08789999999999999,1.7,1.0,Energy Metals,108660954278.78,63797887325.74,2057193379.0,1207835807.0,0.13419999999999999,0.184,0.3791,0.5535,0.5640999999999999,1.0673000000000001,0.5152,,,,,,,,1,4.799999999999997,51.413333333333334,1,0,0,,,,1524282.0,,,,,,,,,,,,,,0.03404999999999999
600580,Wolong Electric Group,-0.1001,51.0,-5.67,18,4,2515837.0,13111489499.0,85.0,100.393,0.0025,7.616,54.99,56.67,54.99,51.0,0.0,51.0,0,146303,16.11%,0.00%,0.0704,0.95,-1.0,Motors,79667993061.00,79667993061.00,1562117511.0,1562117511.0,0.1051,0.3247,0.5903,1.6154,1.131,5.0252,2.5891,,,,,,,,,5.670000000000002,52.330000000000005,0,0,0,,,,-2515837.0,,,,,,,,,,,,,,-0.048971428571428555
600143,Kingfa Sci. & Tech.,-0.1001,21.67,-2.41,17,2,3551610.0,7834333496.0,55.421,69.233,0.0046,3.136,23.26,24.08,23.26,21.67,0.0,21.67,0,275409,13.68%,0.00%,0.066,0.98,-1.0,Plastics,57135397143.99,56281878015.22,2636612697.0,2597225566.0,0.1322,0.2243,0.3335,1.11,0.9642000000000001,2.0213,1.5368000000000002,,,,,,,,,2.4099999999999966,22.200000000000003,0,0,0,,,,-3551610.0,,,,,,,,,,,,,,-0.018809999999999986
000981,Sensteed Hi-tech Group,-0.0491,3.87,-0.20,14,-3,29294397.0,11422520519.89,,Loss,0.0,31.209,4.35,4.07,4.36,3.66,3.87,3.88,85774,15345,30.79%,1.57%,0.172,1.67,0.4561,Auto Parts,38690212336.56,36816688079.91,9997470888.0,9513356093.0,0.3971,0.6125,0.8429000000000001,0.7591,0.8255,2.6856999999999998,0.935,,,,,,,,1,0.7000000000000002,3.9633333333333334,0,0,0,,24.011799272406314,Liquid,-11717758.800000006,,,,,,,,,,,,,,-0.020500781249999996
002475,Luxshare Precision Industry,0.0433,55.41,+2.30,13,13,3197040.0,17827566857.06,27.498,30.065,0.0036,5.415,54.31,53.11,57.91,54.03,55.4,55.41,1231,274,4.42%,-0.20%,0.0731,1.15,-0.4104,Consumer Electronics,401834213597.07,401105880730.77,7252016127.0,7238871697.0,0.0512,0.1739,0.2977,0.6456999999999999,0.35109999999999997,0.5525,0.3661,,,,,,,-1,0,4.799999999999997,55.78333333333333,0,0,1,,25.609142377764048,Liquid,-922856.9072164997,,0.7,,,,0.7,Imminent,,,,,,,-0.006622641509433961
601919,COSCO Shipping Holdings,0.0129,14.88,+0.19,13,-6,802153.0,1189060511.0,4.631,4.694,0.1042,0.993,14.68,14.69,14.9,14.62,14.88,14.89,2159,2408,0.64%,-0.07%,0.0191,1.12,-0.6829999999999999,Shipping Ports,230487550516.32,187635836356.32,15489754739.0,12609935239.0,-0.0087,-0.0159,-0.0504,-0.0106,0.10880000000000001,0.47619999999999996,0.028300000000000002,,,,,,,0,0,0.28000000000000114,14.799999999999999,1,0,0,,23.2112790386904,Liquid,687559.7142857172,,0.7,,,,0.7,Imminent,,,,0.9542,0.9542,Strong_Base,0.0078578947368421
600111,China Northern Rare Earth,-0.0218,47.05,-1.05,11,4,1414086.0,6791337379.0,89.961,169.244,0.0007000000000000001,7.31,47.8,48.1,48.82,47.05,47.05,47.06,434,5,3.91%,-0.65%,0.0368,0.61,0.935,Minor Metals,170088847866.10,170088847866.10,3615065842.0,3615065842.0,-0.122,-0.0703,-0.018799999999999997,0.9283,1.0328,1.8419999999999999,1.2209,,,,,,,,1,1.7700000000000031,47.64000000000001,0,0,0,,24.99742601669945,Liquid,-1414086.0,,,,,,,,,,,,,,0.005461111111111111
