Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,Day_Change,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
600519,Kweichow Moutai,0.0042,1465.15,+6.16,66,0,32992.0,4849073051.0,20.38,21.278,0.0352,7.137,1459.98,1458.99,1478.36,1459.21,1465.15,1465.16,28,8,0.26%,-0.03%,0.0131,0.98,0.6570999999999999,Liquor,1834763705507.25,1834763705507.25,1252270215.0,1252270215.0,0.0317,0.0232,0.0022,0.0196,-0.0556,-0.0115,-0.0209,,,,,,,0,1,19.36999999999989,1467.573333333333,0,0,0,,26.911671146057493,Liquid,Flat,-12524.900261096273,0.7,,,,,0.7,Recursor,,,,,,,-0.0036599999999999866
002594,BYD Company Limited,-0.0095,97.77,-0.94,47,0,260643.0,2555847684.22,23.245,22.144,0.013600000000000001,4.054,98.8,98.71,98.99,97.54,97.77,97.78,1654,3,0.75%,-0.13%,0.0147,0.6,0.9551000000000001,Passenger Cars,891388405930.05,340947633034.71,9117197565.0,3487241823.0,0.0206,-0.0646,-0.08710000000000001,-0.0748,-0.22579999999999997,0.024399999999999998,0.0525,,,,,,,0,1,1.4499999999999886,98.10000000000001,0,0,0,,24.826508850436017,Liquid,Flat,-177956.2551724168,0.6,,,,,0.6,Recursor,,,,,,,-0.018362499999999986
601138,Foxconn Industrial Internet,0.0084,68.6,+0.57,31,6,1369682.0,9283976951.0,44.574,58.682,0.009300000000000001,8.433,66.45,68.03,69.55,65.66,68.6,68.61,3352,2,0.69%,-0.38%,0.0572,0.8,0.9903,Consumer Electronics,1362271407376.60,1362271407376.60,19858183781.0,19858183781.0,-0.0883,-0.151,0.0824,0.7275,2.7262,1.9774,2.2886,,,,,,,,1,3.8900000000000006,67.93666666666665,1,0,1,,25.848617838150062,Liquid,Flat,700685.6503856023,,,,1.4,,1.4,Gap_Fill,,,,,,,-0.0007
601288,Agricultural Bank Of China,0.0349,8.59,+0.29,31,10,5125862.0,4368474428.0,10.412,10.657,0.0282,1.097,8.32,8.3,8.65,8.32,8.58,8.59,4658,5421,0.16%,0.00%,0.0398,1.77,-0.1038,Large State-Owned Banks,3006354260969.07,2742307770574.43,349983033873.0,319244210777.0,0.0501,0.054000000000000006,0.1816,0.254,0.5806,0.8929,0.6849,,,,,,,,0,0.34999999999999964,8.52,1,0,0,,23.670826977925117,Liquid,Up,3261912.1818181667,,,,,,,,,,,1.0511,1.0511,Strong_Base,0.01215
002050,Zhejiang Sanhua Intelligent Controls,-0.0005,43.88,-0.02,27,-1,1577206.0,6990763427.06,45.708,59.619,0.008,5.838,44.3,43.9,45.23,43.6,43.87,43.88,682,3551,4.28%,0.00%,0.0371,0.7,-0.2711,Appliance Components,184687670027.80,161667195148.04,4208925935.0,3684302533.0,-0.0588,-0.17190000000000003,-0.0068000000000000005,0.6306,0.6615000000000001,1.062,0.8865000000000001,,,,,,,,0,1.6299999999999955,44.23666666666667,0,0,0,,26.67265137000371,Liquid,Flat,-1035343.8159509165,,,,,,,,,,,,,,-0.012129999999999998
601012,LONGi Green Energy Technology,-0.0735,20.79,-1.65,25,5,5223453.0,10945020730.0,,Loss,0.0,2.767,22.3,22.44,22.3,20.22,20.79,20.8,1887,7562,6.89%,-0.05%,0.09269999999999999,1.57,0.1575,Photovoltaic Equipment,157547870102.70,157547713221.36,7578060130.0,7578052584.0,-0.048499999999999995,0.0,0.054299999999999994,0.3125,0.37770000000000004,0.09359999999999999,0.3234,,,,,,,,1,2.2200000000000024,21.10333333333333,0,0,0,,24.52982657462895,Liquid,Bear,-2360598.951923078,,,,,,,,,,,,,,-0.036710526315789464
000333,"Midea Group Co., Ltd",0.0293,79.49,+2.26,24,8,737847.0,5857421168.27,13.66,15.850,0.050300000000000004,2.768,77.23,77.23,80.55,77.23,79.48,79.49,125,45,1.06%,-0.01%,0.043,2.45,0.16510000000000002,White Goods,610886074556.58,551061669797.11,7685068242.0,6932465339.0,0.0467,0.0684,0.0901,0.1051,0.0727,0.1559,0.10800000000000001,,,,,,,,1,3.319999999999993,79.08999999999999,1,1,0,,24.96934835889652,Liquid,Up,266691.686746986,,,,,,,,,,,,,,0.01312499999999995
688256,Cambricon,0.0269,1365.78,+35.78,23,-5,6721232.0,9031583735.0,306.847,Loss,0.0,50.916,1312.0,1330.0,1375.0,1308.0,1365.78,1366.43,351,100,1.61%,-0.35%,0.0504,0.75,-0.0868,Semiconductors,575929171482.60,571374368934.72,421685170.0,418350224.0,0.0132,-0.0652,0.09970000000000001,0.6089,1.0326,2.323,1.0756999999999999,,,,,,,,0,67.0,1349.5933333333332,1,0,1,,24.804206522424536,Liquid,Up,4871388.446567158,,,,,,,,,,,,,,-0.006881609195402294
600111,China Northern Rare Earth,-0.0219,45.58,-1.02,21,8,836706.0,3821659680.0,76.993,163.956,0.0008,6.898,46.6,46.6,46.6,45.04,45.58,45.59,3622,1148,2.31%,-0.02%,0.0335,0.9,0.1946,Minor Metals,164774701078.36,164774701078.36,3615065842.0,3615065842.0,-0.0458,-0.1204,-0.1637,0.2164,0.9212,0.9334,1.1515,,,,,,,,1,1.5600000000000023,45.74,0,0,0,,24.483064086532725,Liquid,Down,-257448.00000000178,,,,,,,,,,,,,,-0.00922631578947368
300750,Contemporary Amperex Technology,0.002,386.38,+0.78,19,-3,212998.0,8261238196.73,27.643,34.743,0.0144,5.61,390.78,385.6,392.99,383.98,386.38,386.89,1,34,0.50%,-0.63%,0.023399999999999997,0.93,0.5083,Batteries,1763083882034.60,1644377745602.60,4563082670.0,4255856270.0,-0.006,-0.034,0.0462,0.4733,0.4918,0.6137,0.4905,,,,,,,0,1,9.009999999999991,387.7833333333333,0,0,0,,25.40757717335228,Liquid,Flat,-99525.14761376345,0.6,,,,,0.6,Recursor,,,,,,,-0.008569230769230763
