Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
F34,Wilmar Intl,-0.0138,2.85,-0.04,72,1,20475700.0,57964779,11.875,11.176,0.0547,0.67,2.83,2.89,2.87,2.78,2.85,2.86,440300,325100,1.15%,0.00%,0.0311,3.34,0.1505,Consumer Packaged Goods,17791789067,5079282808,6242733006.0,1782204494.0,-0.0172,-0.0339,-0.0339,-0.017,-0.034,-0.10890000000000001,-0.0371,,,,,,,,1,0.11000000000000032,2.8333333333333335,1,1,0,,19.840011080210257,Liquid,11375388.888888912,,,,,,,,,,,,,,0.002252380952380947
D05,DBS,0.0004,50.29,0.02,69,1,2841000.0,143179934,12.773,12.763,0.0483,2.081,50.33,50.27,50.77,50.29,50.29,50.35,7900,100,0.14%,0.00%,0.0096,0.62,0.975,Banks,1.42717E+11,1.02124E+11,2837883864.0,2030706968.0,-0.0036,-0.028999999999999998,-0.0046,0.1288,0.3657,0.4008,0.20370000000000002,,,,,,,0,1,0.5,50.449999999999996,0,0,0,,22.63537359058175,Liquid,-2841000.0,,0.75,,,,0.75,Imminent,,,,,,,0.00115
O39,OCBC Bank,-0.0006,16.25,-0.01,60,-2,4799700.0,78062592,10.093,9.73,0.052300000000000006,1.207,16.24,16.26,16.33,16.19,16.25,16.26,110400,41000,0.15%,0.00%,0.0086,0.71,0.45840000000000003,Banks,73006349016,52574855743,4492698401.0,3235375738.0,-0.0128,-0.0356,-0.029300000000000003,0.0103,0.1643,0.142,0.0332,,,,,,,0,1,0.13999999999999702,16.256666666666664,0,0,0,,22.206859841677925,Liquid,-685671.4285714285,,0.75,,,,0.75,Imminent,,,,,,,0.00115
C6L,SIA,-0.0092,6.46,-0.06,57,0,6005700.0,38865697,8.177,7.573,0.07429999999999999,1.217,6.5,6.52,6.5,6.46,6.46,6.47,158500,3000,0.41%,0.00%,0.0060999999999999995,1.14,0.9629000000000001,Transportation,19217752991,9545309424,2974884364.0,1477602078.0,-0.0137,-0.012199999999999999,-0.0182,-0.038900000000000004,0.11869999999999999,0.0095,0.0492,,,,,,,0,1,0.05999999999999961,6.473333333333334,0,0,0,,20.02546178445145,Liquid,-6005700.0,,0.55,,,,0.55,Imminent,,,,,,,-0.009599999999999992
U11,UOB,0.0009,34.39,0.03,34,2,1855500.0,63934745,9.825,9.714,0.052300000000000006,1.134,34.4,34.36,34.65,34.39,34.39,34.4,8700,7900,0.16%,0.00%,0.0076,0.59,0.0482,Banks,57093555225,39888537281,1660178983.0,1159887679.0,-0.0069,-0.0258,-0.0227,-0.0182,0.1411,0.13970000000000002,0.0092,,,,,,,0,1,0.28999999999999915,34.47666666666667,0,0,0,,22.206837950977782,Liquid,-1855500.0,,0.75,,,,0.75,Imminent,,,,,,,0.00115
OU8,Centurion,-0.0864,1.48,-0.14,34,-1,5334900.0,8132126,4.145,3.609,0.0236,1.025,1.62,1.62,1.62,1.48,1.48,1.5,150900,94000,2.48%,0.00%,0.0864,1.61,0.2323,Travel & Leisure,1244352364,317986314.6,840778624.0,214855618.0,-0.10300000000000001,-0.1494,-0.1493,-0.1444,0.38280000000000003,0.9133,0.5845,,,,,,,,0,0.14000000000000012,1.5266666666666666,0,0,0,,16.75302689663873,Liquid,-5334900.0,,,,,,,,,,,,,,-0.00807999999999999
BS6,YZJ Shipbldg SGD,-0.012,3.28,-0.04,29,1,27298600.0,90924797,9.398,10.445,0.036000000000000004,2.578,3.33,3.32,3.38,3.28,3.28,3.29,628200,99100,1.08%,0.00%,0.0301,1.11,0.7275,Aerospace & Defense,12908731920,8286405220,3935589000.0,2526343055.0,-0.0060999999999999995,0.0282,0.12710000000000002,0.4842,0.8236,0.4142,0.1588,,,,,,,,1,0.10000000000000009,3.313333333333333,0,0,0,,20.352316616319285,Liquid,-27298600.0,,,,,,,,,,,,,,0.00421
Z74,Singtel,-0.0023,4.26,-0.01,28,-2,27378900.0,116820054,17.824,17.824,0.027200000000000002,2.716,4.27,4.27,4.31,4.24,4.26,4.27,3404800,215800,0.34%,0.00%,0.016399999999999998,0.69,0.8808,Telecommunication Services,70344641073,34155271657,16512826543.0,8017669403.0,-0.034,-0.0184,-0.0116,0.1319,0.3004,0.38670000000000004,0.41859999999999997,,,,,,,0,1,0.0699999999999994,4.2700000000000005,0,0,0,,21.394872279439934,Liquid,-11733814.285714485,,0.55,,,,0.55,Imminent,,,,,,,-0.0030375000000000003
S63,ST Engineering,0.0036,8.45,0.03,23,0,3242500.0,27474816,34.489,37.723,0.020099999999999996,9.712,8.47,8.42,8.53,8.44,8.45,8.46,2000,10600,0.21%,0.00%,0.010700000000000001,0.68,-0.6825,Aerospace & Defense,26375863149,12838819094,3121403923.0,1519386875.0,-0.004699999999999999,0.0368,0.1003,0.0889,0.35609999999999997,0.8612000000000001,0.845,,,,,,,0,0,0.10999999999999943,8.473333333333333,0,0,0,,20.25291713096328,Liquid,-2521944.4444444585,,0.35,,,,0.35,Imminent,,,,,,,0.00421
OV8,Sheng Siong,-0.0141999999999999,2.08,-0.03,23,5,2343000.0,4901003,22.365,22.608,0.0308,5.591,2.11,2.11,2.11,2.08,2.08,2.09,303700,133600,0.36%,0.00%,0.014199999999999999,1.08,0.389,Retail - Defensive,3127356960,1356818197,1503537000.0,652316441.0,-0.014199999999999999,-0.0048,0.0246,0.0719,0.3527,0.4058,0.3115,,,,,,,0,1,0.029999999999999805,2.09,0,0,0,,17.545794472246556,Liquid,-2343000.0,,0.55,,,,0.55,Imminent,,,,,,,-0.004828571428571414
