Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
002594,BYD Company Limited,-0.0133,103.93,-1.40,100,0,326615.0,3405317252.01,21.132,23.540,0.0127,4.593,105.0,105.33,105.03,103.91,103.92,103.93,687,1386,0.94%,0.00%,0.0106,0.88,0.4003,Passenger Cars,947550342930.45,362429042664.39,9117197565.0,3487241823.0,-0.0177,-0.0664,-0.0255,-0.1637,-0.1144,0.272,0.1188,,,,,,,0,1,1.4200000000000017,104.29,0,0,0,,24.957438343814527,Liquid,-314950.17857142264,0.6,,,,,0.6,Recursor,,,,,,,-0.006542857142857143
688981,Semiconductor Manufacturing International Corporation,-0.0434,86.66,-3.93,67,0,58473050.0,5098977106.0,152.302,187.170,0.0,4.626,88.0,90.59,88.5,86.66,86.66,86.67,57089,32164,2.94%,0.00%,0.0203,2.18,0.45270000000000005,Semiconductors,692094730294.94,172311202119.14,7986322759.0,1988359129.0,-0.018500000000000003,-0.0729,-0.017,0.0265,-0.12539999999999998,0.8556999999999999,-0.08410000000000001,,,,,,,0,1,3.930000000000007,87.27333333333333,0,1,0,,24.715472518029227,Liquid,-58473050.0,0.6,,,,,0.6,Recursor,,,,,,,-0.02079999999999999
300750,Contemporary Amperex Technology,0.0016,263.48,+0.43,51,0,174282.0,4604736202.88,20.582,23.672,0.0173,4.073,264.0,263.05,266.16,262.01,263.47,263.48,12,36,0.41%,-0.04%,0.0158,0.85,-0.2958,Batteries,1201287080742.28,1120350341335.12,4559310311.0,4252126694.0,0.0016,-0.0683,-0.029500000000000002,0.0127,-0.0064,0.4739,0.0125,,,,,,,0,0,4.150000000000034,263.8833333333334,0,0,0,,26.533710532574805,Liquid,-50814.751807227636,,0.7,,,,0.7,Imminent,,,,,,,-0.003978947368421052
300677,Intco Medical Technology,-0.0219,37.58,-0.84,44,5,232447.0,870674410.59,15.573,16.791,0.004,1.387,38.12,38.42,38.4,36.68,37.58,37.59,245,186,5.00%,-0.05%,0.044800000000000006,0.7,-0.5462,Medical Devices,24605924355.22,17470081380.42,654761159.0,464877099.0,0.008,0.1991,0.4033,0.6518,0.4229,0.48350000000000004,0.4924,,,,,,,,0,1.740000000000002,37.553333333333335,1,0,0,,23.1149464114042,Liquid,10811.488372092801,,,,,,,,,,,,,,0.018511999999999994
600519,Kweichow Moutai,-0.001,1420.97,-1.38,40,-1,18655.0,2651478118.0,20.054,20.701,0.0363,7.98,1423.05,1422.35,1426.5,1418.0,1420.96,1420.97,23,13,0.15%,0.00%,0.006,0.74,0.3332,Liquor,1785019387866.00,1785019387866.00,1256197800.0,1256197800.0,0.0028000000000000004,-0.023399999999999997,-0.0042,-0.1143,-0.0183,0.0553,-0.0504,,,,,,,0,1,8.5,1421.8233333333335,0,0,0,,27.01268533810372,Liquid,-5618.44705882341,0.6,,,,,0.6,Recursor,,,,,,,-0.0009454545454545458
600392,Shenghe Resources Holding,0.0466,23.37,+1.04,36,5,3236824.0,7415933728.0,69.347,198.050,0.0051,4.314,21.9,22.33,23.83,21.76,23.36,23.37,607,7134,18.47%,0.00%,0.09269999999999999,1.65,-0.6659,Minor Metals,40963556940.90,40963556940.90,1752826570.0,1752826570.0,0.14,0.045599999999999995,0.5589999999999999,0.7948999999999999,1.1168,2.0509,1.2956999999999999,,,,,,,,0,2.0699999999999967,22.986666666666668,1,0,0,,24.440659902432838,Liquid,1798235.5555555618,,,,,0.9,0.9,Momentum,,,,,,,0.012852941176470581
601127,Chongqing Sokon Industry Group Stock,-0.0091,126.7,-1.17,34,-1,123621.0,1567778001.0,31.962,34.807,0.0103,9.606,127.7,127.87,127.7,126.62,126.7,126.71,208,41,0.82%,0.00%,0.0085,1.06,0.917,Passenger Cars,206947483096.20,191289403853.10,1633366086.0,1509782193.0,-0.013600000000000001,-0.019,-0.0401,-0.013999999999999999,0.0454,0.6528,-0.0432,,,,,,,0,1,1.25,127.00666666666666,0,0,0,,24.531928550615334,Liquid,-105306.77777777813,0.6,,,,,0.6,Recursor,,,,,,,-0.006542857142857143
600111,China Northern Rare Earth,-0.0031,38.69,-0.12,25,2,2788756.0,10811443905.0,101.018,139.172,0.0009,6.15,38.0,38.81,39.76,37.86,38.68,38.69,377,861,7.71%,0.08%,0.049,1.26,0.1942,Minor Metals,139866897426.98,139866897426.98,3615065842.0,3615065842.0,0.0747,0.0115,0.3023,0.5711999999999999,0.7033,1.2685,0.8262999999999999,,,,,,,,1,1.8999999999999986,38.77,0,0,0,,26.165016260758925,Liquid,-352263.9157894769,,,,,0.8,0.8,Momentum,,,,,,,0.012852941176470581
688235,BeOne Medicines Ltd.,-0.0467999999999999,224.63,-11.03,24,4,5388098.0,1215694232.0,,Loss,0.0,12.479,234.0,235.66,235.2,223.3,224.51,224.63,425,3377,4.68%,-0.24%,0.050499999999999996,1.82,0.32689999999999997,Chemical Pharmaceuticals,345898595232.89,25844863053.80,1539859303.0,115055260.0,-0.0557,-0.0436,-0.0229,0.0034000000000000002,0.136,0.8073,0.395,,,,,,,,1,12.359999999999985,227.71,0,0,1,,22.771413517016935,Norm,-4183699.623529424,,,,,,,,,,,,,,0.006567796610169495
600941,China Mobile Limited,0.0199,109.99,+2.15,24,8,230119.0,2524519510.0,16.692,17.180,0.0425,1.704,108.98,107.84,110.1,108.8,109.99,110.0,564,173,2.55%,0.00%,0.0121,2.08,0.0014000000000000002,Telecommunication Services,2377252914140.21,99295437691.33,21613354979.0,902767867.0,0.0177,-0.0026,-0.0246,-0.0121,-0.0033,0.0791,-0.0507,,,,,,,0,0,2.259999999999991,109.63,1,1,0,,24.546052084043435,Liquid,191175.78461538473,,0.7,,,,0.7,Imminent,,,,,,,-0.007847368421052632
600150,China CSSC,0.0101,38.99,+0.39,24,-4,1530248.0,5998330238.0,40.195,48.254,0.0064,3.424,38.5,38.6,39.99,38.3,38.98,38.99,1934,185,3.42%,0.03%,0.0438,1.19,0.2671,Marine Equipment,174379997274.42,174379997274.42,4472428758.0,4472428758.0,0.1508,0.1099,0.12140000000000001,0.2525,0.174,-0.0548,0.0919,,,,,,,,1,1.6900000000000048,39.093333333333334,0,0,0,,25.142425276745154,Liquid,-280696.37869821966,,,,,0.8,0.8,Momentum,,,,,,,-0.01278888888888889
